,종가,오픈,고가,저가,변동 %,날짜
474,722.76,715.73,722.79,708.45,1.16,2002-12-05
475,718.09,716.13,723.09,712.62,-0.65,2002-12-06
476,709.11,720.22,722.45,705.67,-1.25,2002-12-09
477,702.44,696.65,705.43,695.34,-0.94,2002-12-10
478,698.61,705.26,707.53,695.86,-0.55,2002-12-11
479,715.38,702.91,715.38,701.6,2.4,2002-12-12
480,708.13,709.83,711.56,701.56,-1.01,2002-12-13
481,692.42,698.54,700.48,690.81,-2.22,2002-12-16
482,704.49,703.75,705.56,701.95,1.74,2002-12-17
483,709.22,698.75,711.81,695.56,0.67,2002-12-18
484,709.44,705.05,712.5,702.62,0.03,2002-12-20
485,691.38,711.72,713.32,690.23,-2.55,2002-12-23
486,677.82,688.24,692.07,673.98,-1.96,2002-12-24
487,671.89,674.4,679.47,667.1,-0.87,2002-12-26
488,656.92,658.23,668.1,655.69,-2.23,2002-12-27
489,627.55,652.07,652.07,613.76,-4.47,2002-12-30
490,635.17,633.03,637.1,623.75,1.21,2003-01-02
491,661.1,651.59,662.4,649.62,4.08,2003-01-03
492,666.71,665.1,667.71,657.61,0.85,2003-01-06
493,652.2,679.0,679.3,652.14,-2.18,2003-01-07
494,651.72,655.97,660.39,650.93,-0.07,2003-01-08
495,630.4,643.5,644.43,630.4,-3.27,2003-01-09
496,628.36,643.28,644.48,618.68,-0.32,2003-01-10
497,648.06,627.01,648.06,624.46,3.14,2003-01-13
498,650.05,645.66,652.63,639.91,0.31,2003-01-14
499,648.29,656.23,659.05,643.52,-0.27,2003-01-15
500,648.69,639.56,649.54,635.79,0.06,2003-01-16
501,636.46,640.31,649.1,636.46,-1.89,2003-01-17
502,634.5,627.78,634.91,626.41,-0.31,2003-01-20
503,632.86,635.67,636.04,624.46,-0.26,2003-01-21
504,622.49,627.11,631.66,617.43,-1.64,2003-01-22
505,625.18,622.54,626.98,615.11,0.43,2003-01-23
506,609.43,625.69,629.79,604.74,-2.52,2003-01-24
507,593.09,597.82,597.82,587.72,-2.68,2003-01-27
508,600.56,590.54,600.56,589.51,1.26,2003-01-28
509,583.35,601.25,602.18,581.13,-2.87,2003-01-29
510,591.86,589.07,593.7,586.03,1.46,2003-01-30
511,600.41,591.88,602.85,586.14,1.44,2003-02-03
512,603.78,602.29,605.59,596.78,0.56,2003-02-04
513,600.68,598.34,606.7,595.39,-0.51,2003-02-05
514,589.5,601.74,603.55,586.43,-1.86,2003-02-06
515,577.48,587.68,587.7,571.2,-2.04,2003-02-07
516,577.25,573.09,579.71,571.96,-0.04,2003-02-10
517,575.98,582.47,585.71,561.69,-0.22,2003-02-11
518,583.29,572.87,583.29,572.46,1.27,2003-02-12
519,575.67,584.97,585.74,572.42,-1.31,2003-02-13
520,575.24,574.89,577.09,567.46,-0.07,2003-02-14
521,601.87,590.39,602.23,588.22,4.63,2003-02-17
522,603.45,602.57,606.4,593.76,0.26,2003-02-18
523,600.83,613.15,616.79,600.51,-0.43,2003-02-19
524,605.51,601.29,606.22,597.97,0.78,2003-02-20
525,603.6,605.26,605.26,597.04,-0.32,2003-02-21
526,616.29,608.77,619.45,608.77,2.1,2003-02-24
527,592.25,604.67,605.34,592.25,-3.9,2003-02-25
528,590.26,594.42,597.69,588.94,-0.34,2003-02-26
529,582.46,580.91,585.33,576.07,-1.32,2003-02-27
530,575.43,586.07,587.94,573.3,-1.21,2003-02-28
531,590.04,578.5,590.55,577.54,2.54,2003-03-03
532,576.58,581.09,581.68,573.15,-2.28,2003-03-04
533,560.26,567.3,567.53,557.68,-2.83,2003-03-05
534,555.33,564.74,564.87,551.8,-0.88,2003-03-06
535,546.02,547.89,555.38,544.09,-1.68,2003-03-07
536,544.24,545.54,548.29,541.29,-0.33,2003-03-10
537,532.53,531.78,538.62,530.55,-2.15,2003-03-11
538,531.81,531.17,534.76,524.53,-0.14,2003-03-12
539,531.78,530.86,531.78,514.43,-0.01,2003-03-13
540,537.65,547.29,548.45,534.51,1.1,2003-03-14
541,515.24,535.79,535.79,512.3,-4.17,2003-03-17
542,537.31,536.69,539.3,526.86,4.28,2003-03-18
543,541.78,534.86,546.68,534.64,0.83,2003-03-19
544,568.46,553.63,568.66,548.45,4.92,2003-03-20
545,575.77,569.67,576.95,565.34,1.29,2003-03-21
546,569.85,579.08,579.08,568.27,-1.03,2003-03-24
547,554.98,550.55,558.44,550.28,-2.61,2003-03-25
548,554.79,562.2,565.5,551.41,-0.03,2003-03-26
549,549.26,550.54,551.8,546.46,-1.0,2003-03-27
550,556.33,552.13,556.33,544.67,1.29,2003-03-28
551,535.7,547.75,549.32,534.23,-3.71,2003-03-31
552,538.56,529.07,538.68,525.51,0.53,2003-04-01
553,542.92,540.92,543.54,533.13,0.81,2003-04-02
554,545.24,555.73,556.21,543.58,0.43,2003-04-03
555,558.01,540.26,558.84,536.7,2.34,2003-04-04
556,585.9,566.93,589.34,563.26,5.0,2003-04-07
557,587.32,576.46,593.09,574.16,0.24,2003-04-08
558,569.47,581.3,582.6,569.47,-3.04,2003-04-09
559,577.73,569.51,578.56,565.83,1.45,2003-04-10
560,582.97,577.09,597.02,574.3,0.91,2003-04-11
561,594.4,590.04,603.41,588.91,1.96,2003-04-14
562,604.99,606.6,608.19,599.15,1.78,2003-04-15
563,621.34,616.32,625.01,614.45,2.7,2003-04-16
564,612.72,614.67,619.62,611.94,-1.39,2003-04-17
565,624.77,623.17,625.13,616.29,1.97,2003-04-18
566,620.83,623.89,627.5,615.77,-0.63,2003-04-21
567,603.32,614.98,614.98,601.85,-2.82,2003-04-22
568,598.09,609.2,611.92,597.93,-0.87,2003-04-23
569,588.35,598.2,600.93,584.43,-1.63,2003-04-24
570,566.63,578.2,578.2,560.53,-3.69,2003-04-25
571,569.02,559.03,573.34,556.15,0.42,2003-04-28
572,597.36,580.44,599.1,579.11,4.98,2003-04-29
573,599.35,597.23,604.21,593.16,0.33,2003-04-30
574,597.44,600.47,602.62,582.87,-0.32,2003-05-02
575,604.33,603.05,609.72,602.29,1.15,2003-05-06
576,618.08,610.87,618.48,606.88,2.28,2003-05-07
577,619.11,612.25,619.25,608.41,0.17,2003-05-09
578,631.04,631.9,637.19,630.14,1.93,2003-05-12
579,614.07,631.82,633.81,613.25,-2.69,2003-05-13
580,609.97,610.63,616.82,606.06,-0.67,2003-05-14
581,619.35,613.63,620.45,605.62,1.54,2003-05-15
582,610.81,619.12,622.64,607.74,-1.38,2003-05-16
583,596.36,603.77,603.77,592.84,-2.37,2003-05-19
584,602.08,585.86,602.09,584.62,0.96,2003-05-20
585,600.57,599.55,603.24,596.29,-0.25,2003-05-21
586,595.38,599.06,607.98,591.73,-0.86,2003-05-22
587,611.51,602.8,612.07,601.03,2.71,2003-05-23
588,617.65,611.15,621.65,607.76,1.0,2003-05-26
589,614.3,619.86,620.0,609.05,-0.54,2003-05-27
590,628.36,629.19,630.92,622.53,2.29,2003-05-28
591,632.43,624.1,636.2,623.01,0.65,2003-05-29
592,633.42,632.15,635.81,627.02,0.16,2003-05-30
593,648.71,643.93,649.69,642.61,2.41,2003-06-02
594,636.94,641.74,643.69,633.56,-1.81,2003-06-03
595,640.27,642.35,642.79,632.47,0.52,2003-06-04
596,642.38,647.72,648.35,641.58,0.33,2003-06-05
597,650.35,640.58,651.16,638.31,1.24,2003-06-09
598,649.75,645.41,652.9,644.18,-0.09,2003-06-10
599,651.29,651.93,657.92,650.27,0.24,2003-06-11
600,657.95,658.43,661.89,653.73,1.02,2003-06-12
601,665.24,663.1,670.2,655.76,1.11,2003-06-13
602,657.82,661.6,664.01,655.86,-1.12,2003-06-16
603,674.66,673.76,677.58,670.33,2.56,2003-06-17
604,675.75,673.84,681.38,672.52,0.16,2003-06-18
605,690.49,681.03,690.59,679.06,2.18,2003-06-19
606,686.22,684.04,690.7,683.76,-0.62,2003-06-20
607,674.59,685.97,686.6,673.33,-1.69,2003-06-23
608,664.01,664.4,665.63,659.77,-1.57,2003-06-24
609,674.03,665.98,674.96,665.88,1.51,2003-06-25
610,675.75,668.32,679.57,667.72,0.26,2003-06-26
611,677.28,682.14,686.18,675.48,0.23,2003-06-27
612,669.93,673.66,674.9,666.91,-1.09,2003-06-30
613,674.75,666.45,674.75,663.35,0.72,2003-07-01
614,685.8,682.57,687.04,680.68,1.64,2003-07-02
615,686.83,696.54,699.34,684.94,0.15,2003-07-03
616,693.25,687.03,693.95,684.64,0.93,2003-07-04
617,704.29,699.32,704.31,696.76,1.59,2003-07-07
618,708.34,715.54,715.8,706.12,0.58,2003-07-08
619,705.5,708.55,710.28,704.34,-0.4,2003-07-09
620,700.51,701.43,710.26,700.49,-0.71,2003-07-10
621,704.15,694.14,704.54,691.59,0.52,2003-07-11
622,720.1,709.09,720.59,705.4,2.27,2003-07-14
623,713.45,723.08,724.53,712.36,-0.92,2003-07-15
624,716.48,720.89,722.85,709.55,0.42,2003-07-16
625,699.35,700.52,707.43,697.67,-2.39,2003-07-18
626,693.5,699.12,702.84,692.12,-0.84,2003-07-21
627,699.7,691.43,699.99,691.43,0.89,2003-07-22
628,695.74,702.71,703.82,693.04,-0.57,2003-07-23
629,702.94,693.15,705.53,690.59,1.03,2003-07-24
630,705.09,698.53,705.6,696.64,0.31,2003-07-25
631,717.8,715.44,719.21,714.42,1.8,2003-07-28
632,722.33,718.42,722.47,715.01,0.63,2003-07-29
633,714.15,721.66,724.23,714.07,-1.13,2003-07-30
634,713.52,716.5,718.49,710.01,-0.09,2003-07-31
635,727.26,718.84,728.38,718.25,1.93,2003-08-01
636,718.54,719.57,724.17,717.46,-1.2,2003-08-04
637,721.84,723.15,726.3,720.64,0.46,2003-08-05
638,707.88,710.87,713.32,705.86,-1.93,2003-08-06
639,709.81,709.57,709.82,703.05,0.27,2003-08-07
640,704.14,710.54,712.31,704.14,-0.8,2003-08-08
641,704.58,700.41,704.59,693.7,0.06,2003-08-11
642,701.3,707.01,708.08,699.94,-0.47,2003-08-12
643,713.08,705.58,713.81,704.93,1.68,2003-08-13
644,727.01,714.2,727.01,713.46,1.95,2003-08-14
645,730.1,728.92,734.81,727.56,0.43,2003-08-18
646,740.13,745.65,745.77,738.0,1.37,2003-08-19
647,737.2,740.44,745.03,736.64,-0.4,2003-08-20
648,754.34,741.7,754.34,741.7,2.33,2003-08-21
649,754.72,754.88,759.15,751.7,0.05,2003-08-22
650,756.73,754.17,760.85,752.34,0.27,2003-08-25
651,753.0,754.23,755.63,749.2,-0.49,2003-08-26
652,758.98,757.72,763.99,756.04,0.79,2003-08-27
653,752.81,763.46,765.27,749.34,-0.81,2003-08-28
654,759.47,756.76,760.09,746.92,0.88,2003-08-29
655,764.11,763.22,765.64,759.36,0.61,2003-09-01
656,766.5,768.43,768.91,763.34,0.31,2003-09-02
657,766.32,770.87,771.78,763.35,-0.02,2003-09-03
658,764.15,768.1,769.98,763.87,-0.28,2003-09-04
659,761.55,766.43,768.9,759.81,-0.34,2003-09-05
660,760.25,759.49,761.91,756.01,-0.17,2003-09-08
661,767.46,763.36,775.88,763.36,0.95,2003-09-09
662,753.61,764.68,767.27,753.61,-1.8,2003-09-15
663,763.63,751.95,764.12,751.53,1.33,2003-09-16
664,766.59,771.61,772.35,764.46,0.39,2003-09-17
665,758.18,768.39,769.28,756.73,-1.1,2003-09-18
666,748.25,766.23,767.05,745.16,-1.31,2003-09-19
667,714.89,741.54,741.68,714.75,-4.46,2003-09-22
668,718.84,713.67,719.71,702.31,0.55,2003-09-23
669,724.7,721.0,725.49,715.86,0.82,2003-09-24
670,713.52,707.58,714.56,699.83,-1.54,2003-09-25
671,697.4,704.01,711.5,697.13,-2.26,2003-09-26
672,696.06,697.26,698.77,688.07,-0.19,2003-09-29
673,697.52,701.75,709.16,697.52,0.21,2003-09-30
674,704.29,690.47,704.29,688.62,0.97,2003-10-01
675,715.24,716.27,718.36,708.03,1.55,2003-10-02
676,723.13,723.47,726.77,719.33,1.1,2003-10-06
677,727.09,725.21,727.37,722.38,0.55,2003-10-07
678,722.76,731.12,731.45,721.29,-0.6,2003-10-08
679,736.16,723.13,736.16,722.94,1.85,2003-10-09
680,757.89,735.25,759.6,735.25,2.95,2003-10-10
681,757.02,754.5,764.33,747.02,-0.11,2003-10-13
682,766.52,763.62,772.29,762.96,1.25,2003-10-14
683,764.23,771.38,773.13,759.86,-0.3,2003-10-15
684,776.97,759.12,776.97,758.07,1.67,2003-10-16
685,767.75,776.99,783.08,767.75,-1.19,2003-10-17
686,776.44,766.33,777.97,765.13,1.13,2003-10-20
687,779.89,780.56,785.02,772.91,0.44,2003-10-21
688,779.28,780.54,784.14,773.3,-0.08,2003-10-22
689,754.14,764.36,768.31,750.16,-3.23,2003-10-23
690,748.17,752.31,759.55,743.38,-0.79,2003-10-24
691,761.61,752.82,761.61,750.5,1.8,2003-10-27
692,775.36,760.8,782.31,759.56,1.81,2003-10-28
693,779.66,787.61,793.35,779.66,0.55,2003-10-29
694,785.94,784.78,787.82,778.42,0.81,2003-10-30
695,782.36,787.95,789.46,775.38,-0.46,2003-10-31
696,791.96,783.08,793.53,778.04,1.23,2003-11-03
697,796.06,800.42,802.66,790.99,0.52,2003-11-04
698,805.51,796.36,806.79,794.58,1.19,2003-11-05
699,790.04,809.92,811.97,790.04,-1.92,2003-11-06
700,804.05,796.58,804.05,789.97,1.77,2003-11-07
701,796.56,800.98,802.32,788.65,-0.93,2003-11-10
702,787.77,788.34,790.11,782.03,-1.1,2003-11-11
703,796.31,788.91,798.33,786.0,1.08,2003-11-12
704,813.11,805.79,813.11,803.93,2.11,2003-11-13
705,809.89,809.94,818.34,807.67,-0.4,2003-11-14
706,794.47,803.48,803.95,790.14,-1.9,2003-11-17
707,800.97,794.24,801.2,787.6,0.82,2003-11-18
708,771.7,785.28,785.28,769.43,-3.65,2003-11-19
709,769.45,775.19,778.1,763.67,-0.29,2003-11-20
710,770.78,764.12,777.96,762.36,0.17,2003-11-21
711,753.65,765.82,769.6,752.14,-2.22,2003-11-24
712,768.11,768.1,770.28,761.98,1.92,2003-11-25
713,782.65,769.76,783.8,769.3,1.89,2003-11-26
714,781.68,783.13,784.86,776.4,-0.12,2003-11-27
715,796.18,783.17,797.07,783.17,1.85,2003-11-28
716,807.39,796.36,811.49,790.8,1.41,2003-12-01
717,807.78,813.49,813.95,806.3,0.05,2003-12-02
718,808.34,807.17,816.02,801.08,0.07,2003-12-03
719,805.13,805.1,809.68,800.31,-0.4,2003-12-04
720,789.41,802.71,802.86,789.41,-1.95,2003-12-05
721,784.8,780.23,791.77,777.08,-0.58,2003-12-08
722,787.35,790.52,793.13,784.6,0.32,2003-12-09
723,794.64,774.53,794.64,774.04,0.93,2003-12-10
724,791.13,797.12,805.81,791.13,-0.44,2003-12-11
725,806.08,806.42,810.68,801.33,1.89,2003-12-12
726,822.16,821.62,824.26,814.73,1.99,2003-12-15
727,810.79,807.32,817.56,804.17,-1.38,2003-12-16
728,800.09,816.98,817.39,799.82,-1.32,2003-12-17
729,807.5,803.6,808.94,797.46,0.93,2003-12-18
730,811.2,814.89,817.5,809.17,0.46,2003-12-19
731,804.54,809.57,815.55,804.53,-0.82,2003-12-22
732,801.88,809.9,812.75,801.62,-0.33,2003-12-23
733,792.55,808.41,808.58,792.37,-1.16,2003-12-24
734,788.85,791.39,794.78,786.11,-0.47,2003-12-26
735,792.44,779.24,792.44,779.24,0.46,2003-12-29
736,810.71,802.5,811.89,800.15,2.31,2003-12-30
737,821.26,816.26,821.87,813.63,1.3,2004-01-02
738,824.1,817.28,825.43,816.55,0.35,2004-01-05
739,823.43,831.26,831.26,819.53,-0.08,2004-01-06
740,827.07,826.08,831.07,825.23,0.44,2004-01-07
741,824.15,831.1,839.28,824.15,-0.35,2004-01-08
742,845.27,835.42,849.5,835.05,2.56,2004-01-09
743,850.79,843.96,853.5,840.11,0.65,2004-01-12
744,848.43,855.42,855.45,844.82,-0.28,2004-01-13
745,849.62,847.27,855.29,844.55,0.14,2004-01-14
746,845.66,849.02,852.19,841.84,-0.47,2004-01-15
747,847.95,853.67,854.46,845.4,0.27,2004-01-16
748,856.8,854.96,859.34,851.34,1.04,2004-01-19
749,861.37,854.03,864.26,853.05,0.53,2004-01-20
750,869.04,867.65,871.94,861.82,0.89,2004-01-26
751,863.03,873.61,873.61,860.88,-0.69,2004-01-27
752,859.59,860.37,869.21,859.08,-0.4,2004-01-28
753,853.47,851.7,854.82,847.98,-0.71,2004-01-29
754,848.5,854.21,859.13,846.05,-0.58,2004-01-30
755,854.89,850.28,855.43,847.74,0.75,2004-02-02
756,839.87,853.13,853.13,837.63,-1.76,2004-02-03
757,835.5,838.52,842.6,834.7,-0.52,2004-02-04
758,840.92,835.77,842.44,834.73,0.65,2004-02-05
759,850.23,842.16,853.58,839.43,1.11,2004-02-06
760,864.77,860.9,866.87,859.58,1.71,2004-02-09
761,866.8,866.06,869.62,862.85,0.23,2004-02-10
762,876.34,870.54,877.72,870.24,1.1,2004-02-11
763,877.95,882.04,882.39,872.27,0.18,2004-02-12
764,882.18,876.06,883.35,870.08,0.48,2004-02-13
765,881.28,879.23,885.65,876.56,-0.1,2004-02-16
766,884.8,884.15,888.73,880.87,0.4,2004-02-17
767,877.1,889.23,890.51,877.1,-0.87,2004-02-18
768,881.65,880.68,884.89,874.75,0.52,2004-02-19
769,877.49,875.76,879.63,872.42,-0.47,2004-02-20
770,877.52,874.93,881.43,867.99,0.0,2004-02-23
771,864.59,872.45,876.71,864.34,-1.47,2004-02-24
772,866.87,865.22,870.03,862.97,0.26,2004-02-25
773,864.86,870.31,873.15,861.77,-0.23,2004-02-26
774,883.42,865.51,883.42,861.86,2.15,2004-02-27
775,899.21,892.57,899.99,892.38,1.79,2004-03-02
776,895.81,897.49,900.44,895.52,-0.38,2004-03-03
777,907.43,898.16,908.82,896.76,1.3,2004-03-04
778,905.38,907.21,909.08,904.01,-0.23,2004-03-05
779,900.1,909.15,910.67,899.07,-0.58,2004-03-08
780,891.58,891.1,893.73,888.46,-0.95,2004-03-09
781,876.02,887.11,890.33,874.58,-1.75,2004-03-10
782,869.93,869.67,878.1,866.33,-0.7,2004-03-11
783,848.8,866.72,867.35,822.05,-2.43,2004-03-12
784,852.26,855.84,857.96,848.23,0.41,2004-03-15
785,850.13,843.83,850.15,838.11,-0.25,2004-03-16
786,872.38,858.15,872.78,857.29,2.62,2004-03-17
787,872.82,879.22,879.56,869.09,0.05,2004-03-18
788,883.33,874.57,883.33,868.97,1.2,2004-03-19
789,863.69,878.62,881.0,862.63,-2.22,2004-03-22
790,866.17,854.92,868.99,849.76,0.29,2004-03-23
791,861.72,860.39,867.15,856.54,-0.51,2004-03-24
792,853.38,862.3,868.78,849.56,-0.97,2004-03-25
793,863.95,866.29,873.01,861.63,1.24,2004-03-26
794,874.67,868.1,878.37,867.21,1.24,2004-03-29
795,873.46,879.41,879.41,870.86,-0.14,2004-03-30
796,880.5,881.75,883.88,868.41,0.81,2004-03-31
797,882.75,878.78,883.23,875.09,0.26,2004-04-01
798,883.69,886.09,889.6,882.82,0.11,2004-04-02
799,906.19,899.43,906.43,898.0,2.55,2004-04-06
800,909.93,906.78,915.13,903.24,0.41,2004-04-07
801,916.86,913.52,916.86,908.07,0.76,2004-04-08
802,905.44,910.48,910.48,901.24,-1.25,2004-04-09
803,918.86,905.44,926.07,905.44,1.48,2004-04-12
804,917.63,925.19,927.67,916.2,-0.13,2004-04-13
805,916.31,909.95,919.38,907.36,-0.14,2004-04-14
806,898.88,903.84,908.72,897.73,-1.9,2004-04-16
807,902.1,900.48,902.1,891.27,0.36,2004-04-19
808,918.9,909.91,919.13,902.47,1.86,2004-04-20
809,929.95,910.68,931.21,910.68,1.2,2004-04-21
810,924.01,931.09,933.84,921.97,-0.64,2004-04-22
811,936.06,938.25,939.52,929.8,1.3,2004-04-23
812,919.74,935.01,935.28,919.27,-1.74,2004-04-26
813,915.47,918.82,921.42,911.56,-0.46,2004-04-27
814,901.83,917.32,919.86,901.82,-1.49,2004-04-28
815,875.41,890.61,896.45,872.63,-2.93,2004-04-29
816,862.84,867.99,875.51,854.39,-1.44,2004-04-30
817,866.11,863.03,867.25,856.84,0.38,2004-05-03
818,867.48,871.57,876.3,865.68,0.16,2004-05-04
819,837.68,864.52,865.1,836.15,-3.44,2004-05-06
820,838.74,837.73,843.01,819.61,0.13,2004-05-07
821,790.68,831.1,831.37,771.31,-5.73,2004-05-10
822,791.02,789.54,802.29,776.72,0.04,2004-05-11
823,817.09,802.88,820.72,801.28,3.3,2004-05-12
824,790.13,815.28,816.26,790.13,-3.3,2004-05-13
825,768.46,798.8,802.32,759.65,-2.74,2004-05-14
826,728.98,766.56,774.39,723.51,-5.14,2004-05-17
827,741.99,724.68,748.26,716.95,1.78,2004-05-18
828,777.95,752.5,784.14,751.59,4.85,2004-05-19
829,767.79,766.04,782.92,757.49,-1.31,2004-05-20
830,786.36,780.99,786.36,768.63,2.42,2004-05-21
831,799.64,795.99,802.04,790.73,1.69,2004-05-24
832,784.06,791.38,791.67,776.71,-1.95,2004-05-25
833,802.46,802.4,810.69,797.11,2.35,2004-05-27
834,816.51,811.54,816.64,805.21,1.75,2004-05-28
835,803.84,811.46,811.59,793.77,-1.55,2004-05-31
836,815.77,807.55,817.0,804.31,1.48,2004-06-01
837,804.39,808.84,811.59,797.68,-1.4,2004-06-02
838,770.06,810.98,812.54,770.06,-4.27,2004-06-03
839,780.74,772.94,781.96,764.93,1.39,2004-06-04
840,809.45,788.41,809.51,788.41,3.68,2004-06-07
841,809.31,817.11,820.87,804.43,-0.02,2004-06-08
842,794.53,816.93,820.68,794.1,-1.83,2004-06-09
843,782.3,785.83,794.16,776.61,-1.54,2004-06-10
844,751.53,780.16,780.41,748.34,-3.93,2004-06-11
845,738.79,744.25,761.29,737.65,-1.7,2004-06-14
846,752.1,747.54,752.54,729.06,1.8,2004-06-15
847,752.34,756.33,769.66,746.48,0.03,2004-06-16
848,760.09,756.92,760.1,742.47,1.03,2004-06-17
849,741.73,751.69,754.05,732.89,-2.42,2004-06-18
850,749.3,745.22,758.58,743.69,1.02,2004-06-21
851,746.48,744.86,749.26,732.79,-0.38,2004-06-22
852,738.93,753.28,755.88,737.23,-1.01,2004-06-23
853,763.13,752.64,763.42,747.51,3.28,2004-06-24
854,779.03,763.02,780.0,760.57,2.08,2004-06-25
855,770.95,777.85,780.31,764.29,-1.04,2004-06-28
856,778.72,766.82,780.57,763.34,1.01,2004-06-29
857,785.79,783.24,787.6,777.73,0.91,2004-06-30
858,778.03,784.85,792.77,776.35,-0.99,2004-07-01
859,755.42,764.38,764.54,754.26,-2.91,2004-07-02
860,756.72,754.16,758.72,744.39,0.17,2004-07-05
861,758.47,753.14,763.93,751.26,0.23,2004-07-06
862,761.88,742.21,761.93,735.72,0.45,2004-07-07
863,743.64,753.68,759.71,743.64,-2.39,2004-07-08
864,747.46,745.09,751.92,741.26,0.51,2004-07-09
865,746.27,752.71,757.9,740.98,-0.16,2004-07-12
866,750.95,753.03,753.21,740.16,0.63,2004-07-13
867,736.57,745.43,751.6,734.85,-1.91,2004-07-14
868,732.74,735.85,739.07,720.92,-0.52,2004-07-15
869,739.39,728.37,741.41,717.77,0.91,2004-07-16
870,750.4,730.58,750.4,729.57,1.49,2004-07-19
871,737.0,742.24,745.41,737.0,-1.79,2004-07-20
872,753.32,750.59,756.44,747.89,2.21,2004-07-21
873,742.63,738.98,744.5,733.41,-1.42,2004-07-22
874,737.51,742.51,743.65,733.74,-0.69,2004-07-23
875,736.21,730.15,739.56,729.8,-0.18,2004-07-26
876,738.51,735.22,739.6,726.71,0.31,2004-07-27
877,744.42,747.02,748.82,740.19,0.8,2004-07-28
878,730.61,742.58,742.58,730.47,-1.86,2004-07-29
879,735.34,737.92,741.32,734.15,0.65,2004-07-30
880,719.59,730.61,730.64,719.59,-2.14,2004-08-02
881,726.44,726.88,728.13,722.46,0.95,2004-08-03
882,729.41,719.61,729.41,713.99,0.41,2004-08-04
883,743.35,730.64,743.37,726.87,1.91,2004-08-05
884,733.95,733.76,745.05,733.24,-1.26,2004-08-06
885,742.13,728.66,742.61,724.5,1.11,2004-08-09
886,748.62,738.92,748.63,738.36,0.87,2004-08-10
887,753.06,752.6,758.61,751.26,0.59,2004-08-11
888,766.7,755.43,767.03,753.67,1.81,2004-08-12
889,776.02,762.81,777.84,761.61,1.22,2004-08-13
890,773.85,774.29,777.96,767.26,-0.28,2004-08-16
891,771.03,782.59,783.48,768.76,-0.36,2004-08-17
892,773.19,772.84,776.15,768.94,0.28,2004-08-18
893,788.53,780.26,789.78,780.26,1.98,2004-08-19
894,787.64,785.82,789.23,783.06,-0.11,2004-08-20
895,787.65,792.5,796.84,783.5,0.0,2004-08-23
896,792.34,791.38,793.5,781.46,0.6,2004-08-24
897,803.97,791.0,804.83,790.17,1.47,2004-08-25
898,810.21,808.11,813.77,808.11,0.78,2004-08-26
899,810.3,812.65,814.05,806.75,0.01,2004-08-27
900,805.19,811.55,815.05,802.75,-0.63,2004-08-30
901,803.57,800.62,805.26,797.62,-0.2,2004-08-31
902,817.36,803.51,817.37,801.58,1.72,2004-09-01
903,823.83,818.69,823.83,815.74,0.79,2004-09-02
904,820.69,826.0,826.26,814.09,-0.38,2004-09-03
905,824.21,823.64,824.98,817.18,0.43,2004-09-06
906,818.8,822.29,824.96,817.68,-0.66,2004-09-07
907,815.85,820.18,828.38,815.33,-0.36,2004-09-08
908,821.88,815.65,823.19,809.03,0.74,2004-09-09
909,836.34,826.06,837.37,816.64,1.76,2004-09-10
910,851.91,842.15,852.06,841.41,1.86,2004-09-13
911,851.42,857.74,859.93,848.08,-0.06,2004-09-14
912,850.63,851.52,856.39,848.79,-0.09,2004-09-15
913,855.38,846.08,863.12,844.06,0.56,2004-09-16
914,848.11,854.35,859.57,846.08,-0.85,2004-09-17
915,856.87,849.46,862.98,849.45,1.03,2004-09-20
916,857.15,859.2,861.31,854.1,0.03,2004-09-21
917,835.1,861.8,863.19,835.1,-2.57,2004-09-22
918,829.68,829.32,834.0,824.85,-0.65,2004-09-23
919,832.1,828.78,836.38,823.05,0.29,2004-09-24
920,835.09,829.93,836.54,827.17,0.36,2004-09-30
